region_id,name,kind,type,year,quarter,download_mbps,upload_mbps,latency_ms,tile_median_download_mbps,tests,devices,tiles
D-yardymli,Yardymli,district,fixed,2019,4,3.184,2.85,58.45,1.792,106.0,22.0,17
D-yevlakh,Yevlakh,district,fixed,2019,4,6.212,5.618,47.94,2.3,176.0,79.0,51
D-zangilan,Zangilan,district,fixed,2019,4,18.298,6.876,30.5,18.298,2.0,2.0,2
D-zaqatala,Zaqatala,district,fixed,2019,4,2.439,0.836,75.64,1.881,450.0,133.0,103
D-zardab,Zardab,district,fixed,2019,4,2.458,0.61,49.38,2.314,114.0,40.0,30
C-baku,Baku,city,fixed,2020,1,19.019,20.559,21.65,4.428,89249.0,24302.0,2247
C-ganja,Ganja,city,fixed,2020,1,9.474,8.88,53.98,6.458,1834.0,494.0,124
C-khankendi,Khankendi,city,fixed,2020,1,10.669,3.811,8.0,10.669,6.0,3.0,1
C-lankaran,Lankaran,city,fixed,2020,1,3.095,1.618,49.28,2.687,168.0,67.0,33
C-mingachevir,Mingachevir,city,fixed,2020,1,8.497,9.848,19.41,6.362,185.0,83.0,39
C-nakhchivan,Nakhchivan,city,fixed,2020,1,3.753,2.602,93.1,1.954,309.0,130.0,52
C-shaki,Shaki,city,fixed,2020,1,3.65,3.525,88.22,2.952,69.0,28.0,16
C-shirvan,Shirvan,city,fixed,2020,1,16.011,14.816,15.8,9.562,104.0,35.0,13
C-sumqayit,Sumqayit,city,fixed,2020,1,15.019,16.389,26.41,7.194,3784.0,968.0,148
C-yevlakh,Yevlakh,city,fixed,2020,1,3.51,0.682,42.16,2.746,110.0,16.0,12
D-absheron,Absheron,district,fixed,2020,1,11.399,11.083,30.91,4.026,4434.0,1263.0,308
D-agdam,Agdam,district,fixed,2020,1,7.207,1.328,39.36,3.364,44.0,14.0,13
D-agdash,Agdash,district,fixed,2020,1,1.619,0.495,52.76,1.546,37.0,18.0,16
D-aghjabadi,Aghjabadi,district,fixed,2020,1,14.884,9.53,30.25,1.797,247.0,37.0,35
D-agstafa,Agstafa,district,fixed,2020,1,2.911,0.582,49.11,3.462,37.0,20.0,17
D-agsu,Agsu,district,fixed,2020,1,3.824,2.951,59.96,1.95,142.0,48.0,36
D-astara,Astara,district,fixed,2020,1,3.28,1.125,133.79,1.893,47.0,29.0,25
D-babek,Babek,district,fixed,2020,1,3.942,2.628,148.64,1.604,61.0,19.0,16
D-balakan,Balakan,district,fixed,2020,1,3.16,1.054,57.93,3.077,46.0,24.0,21
D-barda,Barda,district,fixed,2020,1,4.272,4.223,45.65,2.64,199.0,65.0,53
D-beylagan,Beylagan,district,fixed,2020,1,5.46,1.223,45.9,2.623,52.0,17.0,17
D-bilasuvar,Bilasuvar,district,fixed,2020,1,2.067,0.941,55.44,1.46,85.0,28.0,27
D-dashkasan,Dashkasan,district,fixed,2020,1,4.216,3.562,83.17,4.54,18.0,8.0,4
D-fuzuli,Fuzuli,district,fixed,2020,1,3.368,3.377,32.14,3.086,83.0,16.0,12
D-gadabay,Gadabay,district,fixed,2020,1,3.6,0.582,54.1,3.266,21.0,8.0,7
D-gobustan,Gobustan,district,fixed,2020,1,1.385,0.627,79.56,1.48,16.0,8.0,8
D-goranboy,Goranboy,district,fixed,2020,1,16.731,16.689,26.01,4.26,83.0,38.0,22
D-goychay,Goychay,district,fixed,2020,1,3.404,2.384,70.71,1.868,137.0,46.0,30
D-goygol,Goygol,district,fixed,2020,1,4.476,3.613,93.73,3.08,728.0,176.0,111
D-hajigabul,Hajigabul,district,fixed,2020,1,8.648,7.264,34.4,3.737,110.0,39.0,24
D-imishli,Imishli,district,fixed,2020,1,2.235,1.09,91.37,1.815,117.0,41.0,26
D-ismailli,Ismailli,district,fixed,2020,1,3.181,3.371,118.33,1.353,92.0,39.0,38
D-jalilabad,Jalilabad,district,fixed,2020,1,2.306,0.568,60.39,1.505,147.0,52.0,47
D-julfa,Julfa,district,fixed,2020,1,3.356,0.864,184.0,3.356,2.0,2.0,1
D-kangarli,Kangarli,district,fixed,2020,1,2.105,1.212,66.8,1.424,85.0,12.0,12
D-khachmaz,Khachmaz,district,fixed,2020,1,11.33,14.844,53.43,3.25,373.0,139.0,78
D-khizi,Khizi,district,fixed,2020,1,5.227,10.026,39.59,3.158,17.0,10.0,7
D-khojaly,Khojaly,district,fixed,2020,1,16.264,21.763,7.0,16.506,5.0,4.0,2
D-kurdamir,Kurdamir,district,fixed,2020,1,9.662,7.741,40.39,2.579,49.0,26.0,25
D-lachin,Lachin,district,fixed,2020,1,12.014,7.569,20.0,12.014,1.0,1.0,1
D-lankaran,Lankaran,district,fixed,2020,1,5.028,8.412,39.7,2.175,166.0,96.0,70
D-lerik,Lerik,district,fixed,2020,1,3.31,0.746,39.0,2.547,6.0,3.0,3
D-masally,Masally,district,fixed,2020,1,1.875,0.653,64.3,1.782,195.0,70.0,63
D-neftchala,Neftchala,district,fixed,2020,1,1.851,1.039,35.32,1.494,102.0,38.0,34
D-oghuz,Oghuz,district,fixed,2020,1,2.594,0.644,71.1,2.207,20.0,7.0,7
D-ordubad,Ordubad,district,fixed,2020,1,3.585,0.461,149.68,1.618,22.0,12.0,11
D-qabala,Qabala,district,fixed,2020,1,4.875,4.004,46.04,3.04,492.0,157.0,87
D-qakh,Qakh,district,fixed,2020,1,4.613,13.505,113.86,3.264,29.0,11.0,10
D-qazakh,Qazakh,district,fixed,2020,1,4.305,2.444,52.97,3.421,95.0,42.0,35
D-quba,Quba,district,fixed,2020,1,10.244,11.601,61.44,2.917,528.0,195.0,90
D-qubadli,Qubadli,district,fixed,2020,1,28.456,39.439,5.0,28.456,8.0,1.0,1
D-qusar,Qusar,district,fixed,2020,1,5.965,5.875,73.7,2.508,321.0,150.0,84
D-saatly,Saatly,district,fixed,2020,1,3.043,2.567,46.87,2.352,52.0,34.0,28
D-sabirabad,Sabirabad,district,fixed,2020,1,2.808,6.093,64.91,2.109,137.0,41.0,33
D-sadarak,Sadarak,district,fixed,2020,1,1.703,0.366,172.2,1.765,5.0,4.0,4
D-salyan,Salyan,district,fixed,2020,1,3.214,2.195,52.55,1.816,96.0,37.0,22
D-samukh,Samukh,district,fixed,2020,1,2.425,1.128,50.36,2.211,42.0,25.0,23
D-shabran,Shabran,district,fixed,2020,1,4.886,13.187,61.27,2.573,81.0,25.0,17
D-shahbuz,Shahbuz,district,fixed,2020,1,9.771,2.708,113.5,0.757,4.0,3.0,3
D-shaki,Shaki,district,fixed,2020,1,2.49,0.732,40.02,1.896,49.0,16.0,15
D-shamakhi,Shamakhi,district,fixed,2020,1,5.99,5.233,34.43,2.822,183.0,71.0,45
D-shamkir,Shamkir,district,fixed,2020,1,5.441,4.902,99.13,3.136,547.0,158.0,106
D-sharur,Sharur,district,fixed,2020,1,4.05,0.793,177.11,2.08,27.0,17.0,13
D-siazan,Siazan,district,fixed,2020,1,8.348,7.01,29.26,2.5,72.0,21.0,15
D-tartar,Tartar,district,fixed,2020,1,3.633,1.172,50.08,3.266,24.0,12.0,11
D-tovuz,Tovuz,district,fixed,2020,1,3.223,0.779,75.24,3.299,124.0,40.0,29
D-ujar,Ujar,district,fixed,2020,1,1.773,0.878,70.92,1.427,48.0,16.0,15
D-yardymli,Yardymli,district,fixed,2020,1,7.009,9.683,35.52,2.438,84.0,9.0,8
D-yevlakh,Yevlakh,district,fixed,2020,1,2.845,1.492,42.29,2.269,55.0,20.0,18
D-zaqatala,Zaqatala,district,fixed,2020,1,2.985,0.812,44.91,2.648,57.0,27.0,26
D-zardab,Zardab,district,fixed,2020,1,2.341,0.619,56.67,2.539,15.0,9.0,9
C-baku,Baku,city,fixed,2020,2,19.16,20.744,25.17,4.59,117590.0,26451.0,2545
C-ganja,Ganja,city,fixed,2020,2,8.415,8.083,58.46,6.526,1825.0,490.0,127
C-khankendi,Khankendi,city,fixed,2020,2,3.444,3.443,6.2,2.809,5.0,4.0,2
C-lankaran,Lankaran,city,fixed,2020,2,3.109,2.004,37.91,3.134,245.0,75.0,32
C-mingachevir,Mingachevir,city,fixed,2020,2,11.287,12.289,25.57,8.146,281.0,106.0,46
C-nakhchivan,Nakhchivan,city,fixed,2020,2,5.364,4.974,66.96,2.448,358.0,133.0,55
C-shaki,Shaki,city,fixed,2020,2,2.648,4.327,89.37,2.678,98.0,35.0,25
C-shirvan,Shirvan,city,fixed,2020,2,11.413,10.892,16.26,4.096,90.0,37.0,14
C-sumqayit,Sumqayit,city,fixed,2020,2,16.363,18.756,21.38,10.328,4836.0,1019.0,140
C-yevlakh,Yevlakh,city,fixed,2020,2,2.252,0.78,52.29,2.448,247.0,21.0,14
D-absheron,Absheron,district,fixed,2020,2,12.041,12.058,41.47,3.794,7201.0,1590.0,362
D-agdam,Agdam,district,fixed,2020,2,1.986,0.895,49.12,2.251,56.0,18.0,17
D-agdash,Agdash,district,fixed,2020,2,2.878,0.962,41.12,2.579,58.0,26.0,26
D-aghjabadi,Aghjabadi,district,fixed,2020,2,15.53,12.614,33.3,2.464,619.0,47.0,43
D-agstafa,Agstafa,district,fixed,2020,2,3.544,2.864,94.52,2.766,90.0,46.0,32
D-agsu,Agsu,district,fixed,2020,2,3.22,2.101,64.31,2.183,118.0,42.0,29
D-astara,Astara,district,fixed,2020,2,2.506,0.747,47.62,1.92,130.0,43.0,33
D-babek,Babek,district,fixed,2020,2,2.351,0.681,76.1,2.154,31.0,18.0,17
D-balakan,Balakan,district,fixed,2020,2,2.74,0.495,164.07,2.694,55.0,34.0,26
D-barda,Barda,district,fixed,2020,2,5.192,6.24,72.77,2.771,257.0,80.0,58
D-beylagan,Beylagan,district,fixed,2020,2,7.777,8.704,47.79,3.168,136.0,33.0,23
D-bilasuvar,Bilasuvar,district,fixed,2020,2,3.593,3.934,51.0,1.479,61.0,27.0,26
D-dashkasan,Dashkasan,district,fixed,2020,2,4.563,4.181,123.82,3.805,22.0,8.0,4
D-fuzuli,Fuzuli,district,fixed,2020,2,3.206,1.214,50.12,2.938,52.0,16.0,14
D-gadabay,Gadabay,district,fixed,2020,2,2.645,0.611,86.66,2.234,64.0,30.0,26
D-gobustan,Gobustan,district,fixed,2020,2,1.099,0.457,71.48,1.045,31.0,15.0,15
D-goranboy,Goranboy,district,fixed,2020,2,4.244,3.616,85.29,2.318,96.0,32.0,27
D-goychay,Goychay,district,fixed,2020,2,4.735,4.312,45.19,2.465,356.0,67.0,45
D-goygol,Goygol,district,fixed,2020,2,5.648,4.432,78.11,3.26,854.0,215.0,124
D-hajigabul,Hajigabul,district,fixed,2020,2,5.499,4.07,39.75,3.393,193.0,59.0,35
D-imishli,Imishli,district,fixed,2020,2,1.831,0.675,122.88,1.87,172.0,62.0,45
D-ismailli,Ismailli,district,fixed,2020,2,2.647,1.762,56.84,1.586,201.0,75.0,65
D-jabrayil,Jabrayil,district,fixed,2020,2,1.067,0.384,132.0,1.067,1.0,1.0,1
D-jalilabad,Jalilabad,district,fixed,2020,2,2.227,0.768,62.42,1.5,223.0,68.0,59
D-julfa,Julfa,district,fixed,2020,2,2.778,0.646,71.67,3.199,6.0,5.0,5
D-kangarli,Kangarli,district,fixed,2020,2,1.507,0.677,76.63,0.622,150.0,12.0,12
D-khachmaz,Khachmaz,district,fixed,2020,2,7.964,7.785,49.96,3.128,764.0,204.0,125
D-khizi,Khizi,district,fixed,2020,2,2.828,7.221,54.43,1.636,61.0,16.0,11
D-khojaly,Khojaly,district,fixed,2020,2,4.565,4.668,8.06,2.917,18.0,10.0,9
D-kurdamir,Kurdamir,district,fixed,2020,2,6.392,7.523,84.69,1.877,194.0,40.0,29
D-lankaran,Lankaran,district,fixed,2020,2,3.723,3.388,35.44,2.658,268.0,99.0,83
D-lerik,Lerik,district,fixed,2020,2,1.842,0.682,50.1,1.841,20.0,15.0,15
D-masally,Masally,district,fixed,2020,2,2.237,0.893,71.04,1.894,421.0,142.0,130
D-neftchala,Neftchala,district,fixed,2020,2,5.025,4.721,43.27,2.168,109.0,50.0,36
D-oghuz,Oghuz,district,fixed,2020,2,2.528,0.597,72.03,2.5,35.0,26.0,25
D-ordubad,Ordubad,district,fixed,2020,2,2.408,0.492,78.45,2.248,65.0,25.0,17
D-qabala,Qabala,district,fixed,2020,2,3.711,3.293,45.0,2.679,340.0,131.0,91
D-qakh,Qakh,district,fixed,2020,2,2.738,1.527,41.1,3.212,87.0,28.0,18
D-qazakh,Qazakh,district,fixed,2020,2,2.96,0.986,80.79,2.948,96.0,47.0,42
D-quba,Quba,district,fixed,2020,2,7.047,12.037,57.05,3.023,539.0,191.0,111
D-qusar,Qusar,district,fixed,2020,2,4.756,4.123,56.41,3.071,362.0,106.0,83
D-saatly,Saatly,district,fixed,2020,2,2.454,1.06,59.56,1.947,212.0,68.0,56
D-sabirabad,Sabirabad,district,fixed,2020,2,5.951,7.759,61.13,3.402,237.0,68.0,41
D-salyan,Salyan,district,fixed,2020,2,9.588,10.151,35.8,1.975,354.0,68.0,40
D-samukh,Samukh,district,fixed,2020,2,2.75,0.988,71.48,2.631,66.0,25.0,19
D-shabran,Shabran,district,fixed,2020,2,4.629,5.026,50.39,2.904,104.0,37.0,30
D-shahbuz,Shahbuz,district,fixed,2020,2,3.026,0.634,62.67,3.534,3.0,2.0,2
D-shaki,Shaki,district,fixed,2020,2,2.909,0.772,55.83,3.078,239.0,71.0,62
D-shamakhi,Shamakhi,district,fixed,2020,2,5.565,6.232,32.8,3.046,253.0,93.0,63
D-shamkir,Shamkir,district,fixed,2020,2,8.388,9.437,107.22,3.268,1092.0,237.0,139
D-sharur,Sharur,district,fixed,2020,2,3.72,0.705,41.6,3.192,102.0,28.0,22
D-siazan,Siazan,district,fixed,2020,2,4.128,3.601,27.78,3.902,105.0,20.0,11
D-tartar,Tartar,district,fixed,2020,2,4.513,1.707,68.95,3.265,96.0,25.0,24
D-tovuz,Tovuz,district,fixed,2020,2,4.862,3.377,66.62,3.089,117.0,60.0,51
D-ujar,Ujar,district,fixed,2020,2,1.735,0.61,46.89,1.411,46.0,23.0,20
D-yardymli,Yardymli,district,fixed,2020,2,3.472,1.929,29.86,1.725,57.0,10.0,9
D-yevlakh,Yevlakh,district,fixed,2020,2,2.194,0.897,48.21,2.275,78.0,27.0,25
D-zaqatala,Zaqatala,district,fixed,2020,2,2.655,0.626,67.93,2.598,44.0,22.0,21
D-zardab,Zardab,district,fixed,2020,2,4.564,3.467,61.48,1.465,27.0,9.0,9
C-baku,Baku,city,fixed,2020,3,21.288,23.218,22.84,5.196,65307.0,19063.0,2317
C-ganja,Ganja,city,fixed,2020,3,9.881,10.241,71.39,6.412,879.0,326.0,119
C-lankaran,Lankaran,city,fixed,2020,3,4.35,5.831,33.54,3.383,162.0,67.0,36
C-mingachevir,Mingachevir,city,fixed,2020,3,11.151,13.979,23.93,5.507,152.0,79.0,41
C-nakhchivan,Nakhchivan,city,fixed,2020,3,11.246,10.159,36.52,3.37,198.0,70.0,41
C-shaki,Shaki,city,fixed,2020,3,2.684,2.453,78.03,3.212,109.0,44.0,26
C-shirvan,Shirvan,city,fixed,2020,3,10.685,10.715,21.2,7.148,60.0,33.0,13
C-sumqayit,Sumqayit,city,fixed,2020,3,18.819,20.905,21.17,10.136,2629.0,700.0,140
C-yevlakh,Yevlakh,city,fixed,2020,3,2.061,0.582,55.41,1.554,408.0,18.0,15
D-absheron,Absheron,district,fixed,2020,3,11.757,11.792,36.81,4.425,4781.0,1239.0,301
D-agdam,Agdam,district,fixed,2020,3,2.478,0.847,49.16,2.275,38.0,10.0,7
D-agdash,Agdash,district,fixed,2020,3,2.606,0.604,39.35,2.417,55.0,23.0,19
D-aghjabadi,Aghjabadi,district,fixed,2020,3,8.349,6.575,38.16,3.262,137.0,47.0,42
D-agstafa,Agstafa,district,fixed,2020,3,5.445,3.353,60.71,3.124,72.0,44.0,29
D-agsu,Agsu,district,fixed,2020,3,1.968,0.649,50.34,1.9,41.0,16.0,15
D-astara,Astara,district,fixed,2020,3,2.68,1.218,43.51,1.556,90.0,43.0,32
D-babek,Babek,district,fixed,2020,3,2.981,0.73,93.36,2.192,44.0,16.0,13
D-balakan,Balakan,district,fixed,2020,3,3.113,0.651,50.51,3.204,96.0,46.0,35
D-barda,Barda,district,fixed,2020,3,3.416,1.56,45.68,2.828,95.0,43.0,35
D-beylagan,Beylagan,district,fixed,2020,3,4.201,1.162,38.53,3.158,36.0,27.0,22
D-bilasuvar,Bilasuvar,district,fixed,2020,3,1.616,3.049,46.44,1.17,87.0,28.0,25
D-dashkasan,Dashkasan,district,fixed,2020,3,10.607,12.889,83.8,3.865,30.0,12.0,11
D-fuzuli,Fuzuli,district,fixed,2020,3,7.156,7.82,24.37,3.937,38.0,12.0,11
D-gadabay,Gadabay,district,fixed,2020,3,2.202,0.406,148.63,1.599,129.0,30.0,25
D-gobustan,Gobustan,district,fixed,2020,3,1.637,0.643,42.33,1.652,21.0,6.0,5
D-goranboy,Goranboy,district,fixed,2020,3,7.083,8.59,93.45,3.147,60.0,32.0,25
D-goychay,Goychay,district,fixed,2020,3,5.236,4.63,39.86,2.122,95.0,53.0,33
D-goygol,Goygol,district,fixed,2020,3,4.38,2.861,66.95,3.343,421.0,161.0,113
D-hajigabul,Hajigabul,district,fixed,2020,3,10.07,9.114,28.3,3.26,176.0,41.0,26
D-imishli,Imishli,district,fixed,2020,3,2.706,2.413,37.23,2.361,97.0,42.0,29
D-ismailli,Ismailli,district,fixed,2020,3,3.879,3.465,65.62,1.587,167.0,72.0,59
D-jalilabad,Jalilabad,district,fixed,2020,3,2.132,1.075,104.49,1.559,188.0,54.0,49
D-julfa,Julfa,district,fixed,2020,3,1.902,0.448,147.67,1.576,3.0,3.0,3
D-kangarli,Kangarli,district,fixed,2020,3,3.518,5.542,116.3,3.348,10.0,3.0,3
D-khachmaz,Khachmaz,district,fixed,2020,3,8.956,10.041,49.17,4.068,485.0,168.0,119
D-khizi,Khizi,district,fixed,2020,3,7.307,9.724,48.65,2.713,23.0,15.0,13
D-khojaly,Khojaly,district,fixed,2020,3,4.684,1.156,105.0,4.684,2.0,2.0,2
D-khojavend,Khojavend,district,fixed,2020,3,1.681,0.45,23.0,1.681,1.0,1.0,1
D-kurdamir,Kurdamir,district,fixed,2020,3,7.805,10.843,51.75,2.521,182.0,23.0,16
D-lankaran,Lankaran,district,fixed,2020,3,7.488,8.276,30.87,2.313,256.0,101.0,81
D-lerik,Lerik,district,fixed,2020,3,2.448,0.773,40.42,1.95,31.0,13.0,12
D-masally,Masally,district,fixed,2020,3,2.271,0.672,57.11,1.925,277.0,95.0,81
D-neftchala,Neftchala,district,fixed,2020,3,9.72,10.942,32.79,2.006,78.0,32.0,26
D-oghuz,Oghuz,district,fixed,2020,3,2.439,0.971,36.97,2.17,39.0,21.0,19
D-ordubad,Ordubad,district,fixed,2020,3,1.79,0.365,50.3,1.641,37.0,19.0,17
D-qabala,Qabala,district,fixed,2020,3,6.177,7.193,43.62,2.522,343.0,145.0,85
D-qakh,Qakh,district,fixed,2020,3,5.481,3.76,40.41,3.585,59.0,31.0,19
D-qazakh,Qazakh,district,fixed,2020,3,8.693,8.6,44.72,3.179,106.0,55.0,45
D-quba,Quba,district,fixed,2020,3,8.303,9.061,38.85,3.092,531.0,222.0,122
D-qusar,Qusar,district,fixed,2020,3,7.427,7.883,59.9,3.119,488.0,127.0,93
D-saatly,Saatly,district,fixed,2020,3,3.612,1.032,50.38,2.372,101.0,33.0,28
D-sabirabad,Sabirabad,district,fixed,2020,3,5.571,6.985,80.1,2.583,117.0,44.0,31
D-sadarak,Sadarak,district,fixed,2020,3,1.664,0.258,88.0,1.834,3.0,2.0,2
D-salyan,Salyan,district,fixed,2020,3,20.755,19.809,24.13,4.067,128.0,46.0,27
D-samukh,Samukh,district,fixed,2020,3,2.555,1.392,56.9,2.522,42.0,21.0,18
D-shabran,Shabran,district,fixed,2020,3,9.42,10.519,41.0,4.133,38.0,24.0,19
D-shahbuz,Shahbuz,district,fixed,2020,3,1.9,0.595,55.71,1.692,7.0,5.0,5
D-shaki,Shaki,district,fixed,2020,3,6.914,7.222,59.35,1.982,113.0,41.0,35
D-shamakhi,Shamakhi,district,fixed,2020,3,7.867,8.506,51.58,3.58,444.0,116.0,62
D-shamkir,Shamkir,district,fixed,2020,3,9.99,9.533,87.67,4.82,548.0,171.0,120
D-sharur,Sharur,district,fixed,2020,3,2.991,0.546,199.12,2.006,17.0,11.0,10
D-siazan,Siazan,district,fixed,2020,3,9.062,6.632,66.05,2.427,38.0,18.0,13
D-tartar,Tartar,district,fixed,2020,3,2.977,0.927,57.12,3.233,33.0,14.0,14
D-tovuz,Tovuz,district,fixed,2020,3,2.527,0.773,60.38,2.113,175.0,86.0,65
D-ujar,Ujar,district,fixed,2020,3,2.194,0.664,36.03,1.738,39.0,14.0,12
D-yardymli,Yardymli,district,fixed,2020,3,2.183,1.469,107.0,1.485,30.0,16.0,16
D-yevlakh,Yevlakh,district,fixed,2020,3,1.845,0.548,48.68,1.846,95.0,28.0,26
D-zaqatala,Zaqatala,district,fixed,2020,3,2.411,0.766,63.03,2.805,33.0,16.0,15
D-zardab,Zardab,district,fixed,2020,3,2.523,0.708,46.9,2.725,21.0,10.0,10
C-baku,Baku,city,fixed,2020,4,23.189,25.958,17.54,7.521,46964.0,13174.0,1927
C-ganja,Ganja,city,fixed,2020,4,12.181,10.902,93.27,9.263,458.0,173.0,87
C-lankaran,Lankaran,city,fixed,2020,4,4.494,4.57,31.0,3.138,61.0,36.0,19
C-mingachevir,Mingachevir,city,fixed,2020,4,12.544,14.595,17.26,9.888,110.0,40.0,22
C-nakhchivan,Nakhchivan,city,fixed,2020,4,8.566,8.128,43.89,3.406,82.0,41.0,25
C-shaki,Shaki,city,fixed,2020,4,3.047,1.209,72.77,2.609,31.0,16.0,11
C-shirvan,Shirvan,city,fixed,2020,4,12.513,14.574,16.26,11.034,95.0,28.0,16
C-sumqayit,Sumqayit,city,fixed,2020,4,19.401,22.941,18.81,14.173,2455.0,586.0,117
C-yevlakh,Yevlakh,city,fixed,2020,4,1.565,0.651,43.44,1.556,91.0,11.0,8
D-absheron,Absheron,district,fixed,2020,4,15.621,15.638,21.66,4.925,2928.0,787.0,239
D-agdam,Agdam,district,fixed,2020,4,2.374,0.575,53.67,2.055,12.0,7.0,5
D-agdash,Agdash,district,fixed,2020,4,2.625,0.502,40.0,3.005,3.0,3.0,3
D-aghjabadi,Aghjabadi,district,fixed,2020,4,6.099,5.112,37.41,3.537,64.0,26.0,24
D-agstafa,Agstafa,district,fixed,2020,4,5.391,5.04,82.2,2.977,54.0,20.0,17
D-agsu,Agsu,district,fixed,2020,4,4.382,2.385,30.82,2.946,38.0,20.0,18
D-astara,Astara,district,fixed,2020,4,2.36,0.625,42.51,2.06,74.0,25.0,22
D-babek,Babek,district,fixed,2020,4,21.035,12.919,14.67,3.367,6.0,4.0,3
D-balakan,Balakan,district,fixed,2020,4,2.797,1.293,105.67,2.642,73.0,35.0,27
D-barda,Barda,district,fixed,2020,4,3.906,2.993,32.99,2.173,91.0,25.0,20
D-beylagan,Beylagan,district,fixed,2020,4,5.367,2.496,34.04,3.381,48.0,13.0,13
D-bilasuvar,Bilasuvar,district,fixed,2020,4,7.501,13.437,32.06,3.346,17.0,12.0,11
D-dashkasan,Dashkasan,district,fixed,2020,4,19.357,18.266,111.0,19.357,2.0,1.0,1
D-fuzuli,Fuzuli,district,fixed,2020,4,3.071,3.056,22.4,3.463,10.0,7.0,7
D-gadabay,Gadabay,district,fixed,2020,4,2.442,0.35,148.0,2.215,8.0,5.0,5
D-gobustan,Gobustan,district,fixed,2020,4,2.333,0.554,47.7,1.479,10.0,7.0,7
D-goranboy,Goranboy,district,fixed,2020,4,24.826,25.376,74.07,3.395,15.0,10.0,8
D-goychay,Goychay,district,fixed,2020,4,5.197,7.992,72.06,2.62,109.0,31.0,24
D-goygol,Goygol,district,fixed,2020,4,4.934,3.679,84.72,3.515,224.0,71.0,60
D-hajigabul,Hajigabul,district,fixed,2020,4,8.554,7.226,31.31,5.003,54.0,25.0,16
D-imishli,Imishli,district,fixed,2020,4,3.758,1.935,32.28,2.714,201.0,21.0,20
D-ismailli,Ismailli,district,fixed,2020,4,4.439,2.509,33.26,2.596,77.0,21.0,17
D-jalilabad,Jalilabad,district,fixed,2020,4,2.25,0.434,66.65,2.548,113.0,30.0,28
D-julfa,Julfa,district,fixed,2020,4,2.63,1.547,17.33,3.443,3.0,3.0,3
D-kangarli,Kangarli,district,fixed,2020,4,3.858,2.484,51.62,3.118,24.0,5.0,5
D-khachmaz,Khachmaz,district,fixed,2020,4,12.929,18.103,23.8,9.817,225.0,97.0,75
D-khizi,Khizi,district,fixed,2020,4,4.27,40.935,19.86,3.082,7.0,4.0,4
D-khojaly,Khojaly,district,fixed,2020,4,4.387,7.985,9.0,4.387,1.0,1.0,1
D-kurdamir,Kurdamir,district,fixed,2020,4,2.603,2.27,25.0,2.334,4.0,4.0,4
D-lankaran,Lankaran,district,fixed,2020,4,11.305,15.16,67.72,2.706,141.0,54.0,48
D-lerik,Lerik,district,fixed,2020,4,2.073,0.713,42.45,1.872,11.0,5.0,5
D-masally,Masally,district,fixed,2020,4,2.165,0.676,53.02,2.111,147.0,35.0,33
D-neftchala,Neftchala,district,fixed,2020,4,3.34,3.189,86.15,1.659,164.0,27.0,25
D-oghuz,Oghuz,district,fixed,2020,4,2.933,0.675,48.12,3.279,16.0,9.0,9
D-ordubad,Ordubad,district,fixed,2020,4,1.892,1.135,19.86,1.724,7.0,5.0,5
D-qabala,Qabala,district,fixed,2020,4,6.315,4.42,42.4,3.432,144.0,44.0,33
D-qakh,Qakh,district,fixed,2020,4,3.505,17.04,49.78,2.54,9.0,7.0,6
D-qazakh,Qazakh,district,fixed,2020,4,3.697,2.809,126.73,2.886,67.0,19.0,18
D-quba,Quba,district,fixed,2020,4,7.015,5.309,39.3,3.146,274.0,104.0,66
D-qusar,Qusar,district,fixed,2020,4,5.825,8.771,104.68,3.96,238.0,64.0,55
D-saatly,Saatly,district,fixed,2020,4,3.159,0.86,52.4,2.233,15.0,9.0,7
D-sabirabad,Sabirabad,district,fixed,2020,4,6.255,7.386,39.08,2.563,66.0,24.0,17
D-salyan,Salyan,district,fixed,2020,4,15.017,17.067,36.84,9.574,73.0,32.0,22
D-samukh,Samukh,district,fixed,2020,4,2.971,0.953,136.69,2.949,13.0,9.0,8
D-shabran,Shabran,district,fixed,2020,4,10.163,2.05,41.54,3.191,24.0,12.0,11
D-shahbuz,Shahbuz,district,fixed,2020,4,1.059,0.425,148.0,1.059,4.0,1.0,1
D-shaki,Shaki,district,fixed,2020,4,2.336,2.258,77.15,1.393,113.0,15.0,15
D-shamakhi,Shamakhi,district,fixed,2020,4,11.074,13.174,28.65,3.864,127.0,50.0,39
D-shamkir,Shamkir,district,fixed,2020,4,8.1,7.715,87.65,4.165,254.0,95.0,75
D-sharur,Sharur,district,fixed,2020,4,2.743,0.764,84.5,2.53,12.0,5.0,5
D-siazan,Siazan,district,fixed,2020,4,5.917,9.11,28.95,5.303,20.0,14.0,10
D-tartar,Tartar,district,fixed,2020,4,2.701,0.658,68.0,2.841,3.0,3.0,3
D-tovuz,Tovuz,district,fixed,2020,4,2.398,0.615,107.36,2.09,118.0,45.0,40
D-ujar,Ujar,district,fixed,2020,4,2.411,0.617,39.58,2.471,24.0,7.0,7
D-yardymli,Yardymli,district,fixed,2020,4,3.496,3.045,46.45,3.156,29.0,4.0,4
D-yevlakh,Yevlakh,district,fixed,2020,4,1.218,3.031,44.16,1.27,62.0,15.0,15
D-zangilan,Zangilan,district,fixed,2020,4,7.265,0.396,34.0,7.265,1.0,1.0,1
D-zaqatala,Zaqatala,district,fixed,2020,4,1.863,0.552,81.82,2.594,33.0,12.0,12
