iso3,month,capable_pct,preferred_pct,samples
KAZ,2023-12,14.78,14.53,1796252
KAZ,2024-01,15.68,15.3,1960318
KAZ,2024-02,15.21,14.74,2232957
KAZ,2024-03,15.41,14.92,2597875
KAZ,2024-04,16.37,15.82,3460897
KAZ,2024-05,16.55,15.55,4182396
KAZ,2024-06,17.51,17.16,4318163
KAZ,2024-07,14.86,14.31,4056989
KAZ,2024-08,14.76,14.06,3957380
KAZ,2024-09,14.57,13.84,3015117
KAZ,2024-10,17.11,16.6,4881536
KAZ,2024-11,18.02,16.86,4741490
KAZ,2024-12,22.04,18.64,7138214
KAZ,2025-01,22.45,18.4,6405534
KAZ,2025-02,23.06,18.61,7201797
KAZ,2025-03,22.11,16.62,8372455
KAZ,2025-04,21.67,20.1,5576183
KAZ,2025-05,21.65,19.67,5860185
KAZ,2025-06,21.95,20.21,5944982
KAZ,2025-07,22.68,21.27,5216417
KAZ,2025-08,23.28,21.58,7222553
KAZ,2025-09,24.22,23.11,7000923
KAZ,2025-10,24.74,23.81,8104227
KAZ,2025-11,24.98,24.25,9031806
KAZ,2025-12,25.07,24.15,9393172
KAZ,2026-01,24.86,24.63,10106720
KAZ,2026-02,24.96,24.04,9434888
KAZ,2026-03,25.3,23.42,8694427
KAZ,2026-04,26.59,24.91,7993200
KAZ,2026-05,26.55,25.01,7750503
KAZ,2026-06,26.54,24.8,5892213
KAZ,2026-07,26.68,24.28,7208613
KAZ,2026-08,27.65,25.82,7417379
KGZ,2015-01,0.0,0.0,2202
KGZ,2015-02,0.0,0.0,15534
KGZ,2015-03,0.02,0.02,11097
KGZ,2015-04,0.04,0.0,21581
KGZ,2015-05,0.06,0.0,24724
KGZ,2015-06,0.59,0.02,35646
KGZ,2015-07,0.77,0.02,48454
KGZ,2015-08,0.54,0.02,54139
KGZ,2015-09,0.03,0.0,45048
KGZ,2015-10,0.01,0.01,127707
KGZ,2015-11,0.01,0.01,129519
KGZ,2015-12,0.0,0.0,70882
KGZ,2016-01,0.0,0.0,112708
KGZ,2016-02,0.02,0.0,136512
KGZ,2016-03,0.0,0.0,128041
KGZ,2016-04,0.01,0.0,133414
KGZ,2016-05,0.01,0.0,167833
KGZ,2016-06,0.0,0.0,118455
KGZ,2016-07,0.0,0.0,189874
KGZ,2016-08,0.01,0.0,189031
KGZ,2016-09,0.01,0.0,361992
KGZ,2016-10,0.01,0.0,537044
KGZ,2016-11,0.01,0.0,747610
KGZ,2016-12,0.02,0.0,370488
KGZ,2017-01,0.01,0.01,752796
KGZ,2017-02,0.03,0.01,129789
KGZ,2017-03,0.03,0.0,129119
KGZ,2017-04,0.03,0.0,68400
KGZ,2017-05,0.0,0.0,32530
KGZ,2017-06,0.01,0.0,28314
KGZ,2017-07,0.0,0.0,78846
KGZ,2017-08,0.0,0.0,64897
KGZ,2017-09,0.0,0.0,76313
KGZ,2017-10,0.01,0.01,204689
KGZ,2017-11,0.0,0.0,108538
KGZ,2017-12,0.01,0.01,62540
KGZ,2018-01,0.01,0.01,296367
KGZ,2018-02,0.0,0.0,52924
KGZ,2018-03,0.0,0.0,53809
KGZ,2018-04,0.0,0.0,72081
KGZ,2018-05,0.0,0.0,138027
KGZ,2018-06,0.0,0.0,156618
KGZ,2018-07,0.0,0.0,57878
KGZ,2018-08,0.0,0.0,48629
KGZ,2018-09,0.0,0.0,28792
KGZ,2018-10,0.01,0.01,96656
KGZ,2018-11,0.01,0.01,260094
KGZ,2018-12,0.0,0.0,126431
KGZ,2019-01,0.02,0.01,37876
KGZ,2019-02,0.02,0.02,46673
KGZ,2019-03,0.01,0.0,63040
KGZ,2019-04,0.01,0.0,56342
KGZ,2019-05,0.01,0.0,57680
KGZ,2019-06,0.0,0.0,315192
KGZ,2019-07,0.01,0.0,234698
KGZ,2019-08,0.0,0.0,195654
KGZ,2019-09,0.0,0.0,200151
KGZ,2019-10,0.01,0.0,167721
KGZ,2019-11,0.01,0.0,229568
KGZ,2019-12,0.0,0.0,261974
KGZ,2020-01,0.0,0.0,262737
KGZ,2020-02,0.01,0.01,300532
KGZ,2020-03,0.01,0.01,207514
KGZ,2020-04,0.01,0.01,187994
KGZ,2020-05,0.01,0.01,163116
KGZ,2020-06,0.01,0.01,158661
KGZ,2020-07,0.0,0.0,172619
KGZ,2020-08,0.01,0.01,198040
KGZ,2020-09,0.0,0.0,195282
KGZ,2020-10,0.0,0.0,318935
KGZ,2020-11,0.01,0.01,353296
KGZ,2020-12,0.01,0.01,442245
KGZ,2021-01,0.01,0.01,343073
KGZ,2021-02,0.01,0.01,477576
KGZ,2021-03,0.01,0.01,490583
KGZ,2021-04,0.0,0.0,262064
KGZ,2021-05,0.01,0.01,137011
KGZ,2021-06,0.02,0.02,83932
KGZ,2021-07,0.01,0.01,90116
KGZ,2021-08,0.02,0.02,94928
KGZ,2021-09,0.02,0.02,91476
KGZ,2021-10,0.02,0.02,121757
KGZ,2021-11,0.03,0.03,160242
KGZ,2021-12,0.07,0.07,162414
KGZ,2022-01,0.06,0.06,202850
KGZ,2022-02,0.05,0.05,185840
KGZ,2022-03,0.21,0.21,172925
KGZ,2022-04,0.12,0.12,139405
KGZ,2022-05,0.2,0.2,90923
KGZ,2022-06,0.17,0.16,83804
KGZ,2022-07,0.05,0.05,151667
KGZ,2022-08,0.06,0.05,406535
KGZ,2022-09,0.09,0.09,429804
KGZ,2022-10,0.09,0.09,306293
KGZ,2022-11,0.05,0.05,301115
KGZ,2022-12,0.05,0.04,259386
KGZ,2023-01,0.04,0.04,326877
KGZ,2023-02,0.05,0.04,489509
KGZ,2023-03,0.04,0.03,571943
KGZ,2023-04,0.03,0.03,560490
KGZ,2023-05,0.04,0.03,560980
KGZ,2023-06,0.03,0.03,631850
KGZ,2023-07,0.03,0.03,573187
KGZ,2023-08,0.03,0.02,639806
KGZ,2023-09,0.03,0.03,505494
KGZ,2023-10,0.04,0.04,594112
KGZ,2023-11,0.04,0.04,495072
KGZ,2023-12,0.04,0.03,394481
KGZ,2024-01,0.03,0.03,429053
KGZ,2024-02,0.03,0.03,502669
KGZ,2024-03,0.03,0.03,693445
KGZ,2024-04,0.55,0.54,919212
KGZ,2024-05,2.22,2.18,1244604
KGZ,2024-06,3.35,3.33,1248023
KGZ,2024-07,3.82,3.69,996926
KGZ,2024-08,3.68,3.56,1052068
KGZ,2024-09,3.0,2.94,759353
KGZ,2024-10,1.9,1.86,1199851
KGZ,2024-11,2.78,2.71,1141482
KGZ,2024-12,4.22,4.09,1436250
KGZ,2025-01,4.12,3.94,1625520
KGZ,2025-02,3.64,3.46,1505562
KGZ,2025-03,3.24,2.69,1849497
KGZ,2025-04,2.77,2.66,1274795
KGZ,2025-05,3.39,3.24,1115234
KGZ,2025-06,3.43,3.21,1263562
KGZ,2025-07,3.66,3.48,1251902
KGZ,2025-08,3.36,3.17,1520556
KGZ,2025-09,3.21,3.04,1409077
KGZ,2025-10,3.26,3.09,1431472
KGZ,2025-11,3.23,3.11,2026475
KGZ,2025-12,3.25,3.12,2275325
KGZ,2026-01,3.36,3.27,2491916
KGZ,2026-02,3.08,2.92,1928146
KGZ,2026-03,0.34,0.28,1892863
KGZ,2026-04,0.36,0.27,1573031
KGZ,2026-05,0.41,0.3,1480625
KGZ,2026-06,0.35,0.27,1165160
KGZ,2026-07,0.35,0.29,1229565
KGZ,2026-08,1.02,0.96,1291628
MDA,2015-02,0.02,0.04,50082
MDA,2015-03,0.01,0.03,38384
MDA,2015-04,0.16,0.07,48138
MDA,2015-05,0.2,0.11,46153
MDA,2015-06,0.66,0.06,113344
MDA,2015-07,0.74,0.04,236278
MDA,2015-08,0.73,0.03,213632
MDA,2015-09,0.12,0.09,256507
MDA,2015-10,0.24,0.22,816259
MDA,2015-11,0.25,0.22,500167
MDA,2015-12,0.06,0.03,260949
MDA,2016-01,0.12,0.1,718930
MDA,2016-02,0.21,0.16,603151
MDA,2016-03,0.24,0.19,742708
MDA,2016-04,0.37,0.35,819235
MDA,2016-05,0.55,0.52,680028
MDA,2016-06,0.3,0.28,688582
MDA,2016-07,0.37,0.36,589662
MDA,2016-08,0.3,0.29,530609
MDA,2016-09,0.21,0.18,377173
MDA,2016-10,0.46,0.44,301467
MDA,2016-11,0.27,0.23,565107
MDA,2016-12,0.22,0.2,529448
MDA,2017-01,0.17,0.16,1046260
MDA,2017-02,0.23,0.21,535443
MDA,2017-03,0.41,0.39,295902
MDA,2017-04,0.32,0.29,156990
MDA,2017-05,1.1,1.05,66398
MDA,2017-06,0.83,0.63,40600
MDA,2017-07,0.48,0.43,185398
MDA,2017-08,0.34,0.3,158703
MDA,2017-09,1.03,0.96,106489
MDA,2017-10,0.69,0.63,409521
MDA,2017-11,0.87,0.81,382749
MDA,2017-12,1.05,1.0,234653
MDA,2018-01,1.13,1.06,453627
MDA,2018-02,1.21,1.09,93927
MDA,2018-03,0.66,0.56,88741
MDA,2018-04,0.19,0.14,67983
MDA,2018-05,0.04,0.03,161054
MDA,2018-06,0.05,0.02,112459
MDA,2018-07,0.11,0.02,72575
MDA,2018-08,0.13,0.08,95780
MDA,2018-09,0.14,0.07,82445
MDA,2018-10,1.42,1.24,118130
MDA,2018-11,1.39,1.22,160991
MDA,2018-12,1.06,0.99,101505
MDA,2019-01,1.33,1.23,85888
MDA,2019-02,1.83,1.69,64808
MDA,2019-03,2.12,1.99,77466
MDA,2019-04,1.99,1.84,68514
MDA,2019-05,1.96,1.89,67899
MDA,2019-06,2.41,2.34,144709
MDA,2019-07,3.11,3.05,150549
MDA,2019-08,4.15,4.08,160219
MDA,2019-09,4.37,4.3,117258
MDA,2019-10,5.01,4.95,124720
MDA,2019-11,4.94,4.89,182880
MDA,2019-12,5.67,5.61,147342
MDA,2020-01,5.96,5.91,153329
MDA,2020-02,6.7,6.66,174179
MDA,2020-03,6.54,6.49,273069
MDA,2020-04,6.87,6.79,229878
MDA,2020-05,7.62,7.55,177685
MDA,2020-06,8.05,7.97,173001
MDA,2020-07,8.34,8.24,133035
MDA,2020-08,8.31,8.26,158295
MDA,2020-09,9.47,9.41,183559
MDA,2020-10,9.7,9.6,167464
MDA,2020-11,9.64,9.46,170191
MDA,2020-12,10.02,9.81,197327
MDA,2021-01,9.62,9.48,190918
MDA,2021-02,9.53,9.44,210701
MDA,2021-03,9.23,9.11,291062
MDA,2021-04,10.27,10.11,207895
MDA,2021-05,9.88,9.67,204629
MDA,2021-06,9.68,9.42,158875
MDA,2021-07,8.9,8.72,214236
MDA,2021-08,8.9,8.76,200592
MDA,2021-09,10.0,9.91,278290
MDA,2021-10,9.6,9.53,382022
MDA,2021-11,9.19,9.12,387812
MDA,2021-12,8.18,8.13,461036
MDA,2022-01,8.3,8.27,707909
MDA,2022-02,9.31,9.26,445381
MDA,2022-03,8.96,8.86,394836
MDA,2022-04,9.18,9.06,223135
MDA,2022-05,9.57,9.36,107489
MDA,2022-06,10.05,9.84,92978
MDA,2022-07,10.17,10.05,150027
MDA,2022-08,10.39,10.31,305232
MDA,2022-09,11.2,11.11,295464
MDA,2022-10,11.76,11.69,183962
MDA,2022-11,11.12,11.06,240321
MDA,2022-12,11.08,11.03,312147
MDA,2023-01,12.15,12.06,295343
MDA,2023-02,11.82,11.75,456042
MDA,2023-03,11.75,11.7,439476
MDA,2023-04,11.01,10.77,439731
MDA,2023-05,11.43,11.4,356425
MDA,2023-06,11.68,11.64,450151
MDA,2023-07,12.31,12.28,388261
MDA,2023-08,12.81,12.78,417280
MDA,2023-09,13.82,13.79,285130
MDA,2023-10,14.02,14.0,343415
MDA,2023-11,12.99,12.97,313477
MDA,2023-12,13.38,13.33,289731
MDA,2024-01,12.72,12.7,236930
MDA,2024-02,13.17,13.14,215416
MDA,2024-03,13.88,13.85,315321
MDA,2024-04,14.01,13.78,388854
MDA,2024-05,16.1,15.96,455313
MDA,2024-06,16.05,16.01,434440
MDA,2024-07,13.6,13.56,445864
MDA,2024-08,13.24,13.18,474867
MDA,2024-09,15.35,15.1,313197
MDA,2024-10,14.86,14.81,447399
MDA,2024-11,14.67,14.62,437666
MDA,2024-12,14.62,14.57,616968
MDA,2025-01,15.2,15.13,705870
MDA,2025-02,16.49,16.15,946681
MDA,2025-03,16.4,13.12,863161
MDA,2025-04,16.45,16.08,534056
MDA,2025-05,18.05,17.69,484773
MDA,2025-06,18.7,18.47,510509
MDA,2025-07,18.56,17.92,685572
MDA,2025-08,18.0,17.36,815427
MDA,2025-09,17.67,17.11,826314
MDA,2025-10,16.53,16.07,1076969
MDA,2025-11,16.15,15.98,1158364
MDA,2025-12,17.22,17.04,1404228
MDA,2026-01,17.48,17.26,1491359
MDA,2026-02,17.26,17.11,1512171
MDA,2026-03,17.76,17.55,1201609
MDA,2026-04,16.98,16.82,1147979
MDA,2026-05,17.54,17.46,1103856
MDA,2026-06,18.93,18.88,831854
MDA,2026-07,18.89,18.83,900791
MDA,2026-08,19.39,19.33,899063
RUS,2015-01,0.13,0.09,15052
RUS,2015-02,0.48,0.46,742869
RUS,2015-03,0.47,0.45,543048
RUS,2015-04,0.6,0.46,1053921
RUS,2015-05,0.63,0.49,1117556
RUS,2015-06,1.01,0.45,1143000
RUS,2015-07,1.63,0.64,1938631
RUS,2015-08,1.59,0.75,1833553
RUS,2015-09,1.03,0.8,2027904
RUS,2015-10,1.19,0.97,4451553
RUS,2015-11,1.41,1.01,3530183
RUS,2015-12,2.14,1.4,1685596
RUS,2016-01,1.51,0.96,4546213
RUS,2016-02,1.4,0.95,4822059
RUS,2016-03,1.58,1.15,5495446
RUS,2016-04,1.37,0.88,6243330
RUS,2016-05,1.16,0.8,5739928
RUS,2016-06,1.11,1.08,4052112
RUS,2016-07,1.65,1.62,2754685
RUS,2016-08,1.69,1.65,2800047
RUS,2016-09,2.24,2.16,2634747
RUS,2016-10,2.22,2.18,3194908
RUS,2016-11,1.46,1.39,3307921
RUS,2016-12,1.51,1.47,4826289
RUS,2017-01,1.36,1.34,14219374
RUS,2017-02,1.08,1.06,8633403
RUS,2017-03,1.02,1.0,4899284
RUS,2017-04,0.81,0.77,1794324
RUS,2017-05,1.5,1.42,880586
RUS,2017-06,0.95,0.9,942432
RUS,2017-07,0.66,0.65,9142525
RUS,2017-08,0.57,0.56,6158364
RUS,2017-09,0.77,0.73,5199516
RUS,2017-10,1.09,1.05,16316352
RUS,2017-11,1.14,1.09,11854456
RUS,2017-12,0.97,0.93,7620043
RUS,2018-01,1.13,1.05,9190759
RUS,2018-02,1.25,1.15,1996746
RUS,2018-03,1.56,1.43,1942039
RUS,2018-04,1.88,1.67,1374069
RUS,2018-05,1.94,1.71,1913407
RUS,2018-06,1.52,1.36,1021484
RUS,2018-07,1.69,1.35,1044970
RUS,2018-08,2.62,2.23,1340904
RUS,2018-09,3.43,3.08,957500
RUS,2018-10,2.49,2.21,2674942
RUS,2018-11,2.76,2.51,2953217
RUS,2018-12,2.88,2.71,1715442
RUS,2019-01,3.33,3.16,1699964
RUS,2019-02,4.33,4.19,3950625
RUS,2019-03,4.77,4.61,4723409
RUS,2019-04,5.24,5.05,3554317
RUS,2019-05,5.48,5.19,3054353
RUS,2019-06,5.79,5.67,6235179
RUS,2019-07,5.82,5.68,6675153
RUS,2019-08,6.03,5.86,5991624
RUS,2019-09,6.98,6.8,5667470
RUS,2019-10,7.46,7.26,5892976
RUS,2019-11,7.57,7.4,6904054
RUS,2019-12,7.79,7.65,7435459
RUS,2020-01,7.78,7.63,7008252
RUS,2020-02,7.89,7.74,6509296
RUS,2020-03,7.41,7.25,6693885
RUS,2020-04,6.62,6.48,8528041
RUS,2020-05,7.08,6.94,7056802
RUS,2020-06,7.37,7.23,6267625
RUS,2020-07,8.11,7.95,5834670
RUS,2020-08,8.98,8.81,6657396
RUS,2020-09,9.14,8.98,7078137
RUS,2020-10,8.8,8.65,8100165
RUS,2020-11,9.08,8.91,7616926
RUS,2020-12,9.82,9.63,7547730
RUS,2021-01,9.9,9.74,8240272
RUS,2021-02,10.79,10.62,9248906
RUS,2021-03,11.18,10.99,9794234
RUS,2021-04,11.71,11.51,6185396
RUS,2021-05,10.35,10.12,3395633
RUS,2021-06,9.03,8.77,1625271
RUS,2021-07,8.71,8.5,1617737
RUS,2021-08,9.44,9.22,1579990
RUS,2021-09,9.82,9.59,1856747
RUS,2021-10,9.62,9.36,1640129
RUS,2021-11,9.73,9.47,2439330
RUS,2021-12,9.65,9.37,2089809
RUS,2022-01,9.21,9.02,3541000
RUS,2022-02,9.7,9.49,3624394
RUS,2022-03,4.64,4.13,308460
RUS,2022-04,3.0,2.23,141646
RUS,2022-05,5.29,3.85,64854
RUS,2022-06,5.32,4.1,61059
RUS,2022-07,3.92,3.02,98125
RUS,2022-08,2.84,2.13,129414
RUS,2022-09,3.85,3.15,108220
RUS,2022-10,6.44,5.65,49064
RUS,2022-11,5.6,4.91,47361
RUS,2022-12,5.73,3.8,63368
RUS,2023-01,6.44,4.08,51029
RUS,2023-02,6.89,4.37,73653
RUS,2023-03,5.73,5.06,60794
RUS,2023-04,6.2,4.68,69730
RUS,2023-05,6.19,4.53,78012
RUS,2023-06,8.64,7.09,94798
RUS,2023-07,10.86,9.4,88128
RUS,2023-08,7.94,6.51,86957
RUS,2023-09,11.93,9.6,49685
RUS,2023-10,11.33,8.97,64153
RUS,2023-11,11.52,9.79,62051
RUS,2023-12,6.84,5.51,85273
RUS,2024-01,7.67,6.05,88603
RUS,2024-02,5.18,4.17,71111
RUS,2024-03,4.45,3.52,87592
RUS,2024-04,6.92,6.11,84846
RUS,2024-05,7.48,6.0,91624
RUS,2024-06,10.07,8.19,89487
RUS,2024-07,13.6,9.9,102284
RUS,2024-08,8.28,6.63,129456
RUS,2024-09,7.14,6.16,121679
RUS,2024-10,8.41,6.81,146063
RUS,2024-11,12.4,9.9,99491
RUS,2024-12,14.17,11.12,118640
RUS,2025-01,12.96,11.1,118623
RUS,2025-02,12.85,10.55,103554
RUS,2025-03,11.12,7.94,126149
RUS,2025-04,11.08,8.88,110336
RUS,2025-05,6.99,6.13,191385
RUS,2025-06,5.87,5.03,152655
RUS,2025-07,3.53,2.99,143873
RUS,2025-08,2.46,1.95,203299
RUS,2025-09,3.72,2.86,116449
RUS,2025-10,4.89,3.84,88700
RUS,2025-11,3.04,2.2,93368
RUS,2025-12,4.04,2.71,107627
RUS,2026-01,2.98,2.46,94337
RUS,2026-02,3.23,2.9,100338
RUS,2026-03,3.17,2.92,109835
RUS,2026-04,6.64,6.05,67367
RUS,2026-05,4.53,3.96,71677
RUS,2026-06,2.64,1.62,66443
RUS,2026-07,2.98,2.37,88020
RUS,2026-08,2.28,1.52,75847
TJK,2015-02,0.0,0.0,1136
TJK,2015-03,0.0,0.0,761
TJK,2015-04,0.0,0.0,1533
TJK,2015-05,0.0,0.0,1407
TJK,2015-06,0.06,0.0,3537
TJK,2015-07,0.07,0.0,5668
TJK,2015-08,0.0,0.0,3914
TJK,2015-09,0.0,0.0,9978
TJK,2015-10,0.0,0.0,22303
TJK,2015-11,0.0,0.0,42265
TJK,2015-12,0.0,0.0,20466
TJK,2016-01,0.0,0.0,42567
TJK,2016-02,0.01,0.0,54407
TJK,2016-03,0.0,0.0,52510
TJK,2016-04,0.0,0.0,80476
TJK,2016-05,0.0,0.0,74952
TJK,2016-06,0.01,0.0,79148
TJK,2016-07,0.0,0.0,78442
TJK,2016-08,0.0,0.0,50462
TJK,2016-09,0.0,0.0,24183
TJK,2016-10,0.0,0.0,38672
TJK,2016-11,0.0,0.0,40081
TJK,2016-12,0.0,0.0,43501
TJK,2017-01,0.01,0.0,55469
TJK,2017-02,0.0,0.0,32274
TJK,2017-03,0.0,0.0,19728
TJK,2017-04,0.0,0.0,17419
TJK,2017-05,0.0,0.0,12662
TJK,2017-06,0.0,0.0,8969
TJK,2017-07,0.0,0.0,25123
TJK,2017-08,0.0,0.0,27588
TJK,2017-09,0.0,0.0,16499
TJK,2017-10,0.0,0.0,49830
TJK,2017-11,0.01,0.01,59257
TJK,2017-12,0.01,0.01,51620
TJK,2018-01,0.01,0.01,108884
TJK,2018-02,0.0,0.0,18036
TJK,2018-03,0.0,0.0,18873
TJK,2018-04,0.0,0.0,14768
TJK,2018-05,0.0,0.0,32987
TJK,2018-06,0.0,0.0,28610
TJK,2018-07,0.0,0.0,13787
TJK,2018-08,0.0,0.0,21264
TJK,2018-09,0.01,0.01,14889
TJK,2018-10,0.01,0.01,24869
TJK,2018-11,0.0,0.0,121083
TJK,2018-12,0.01,0.01,59321
TJK,2019-01,0.0,0.0,11359
TJK,2019-02,0.01,0.01,16980
TJK,2019-03,0.0,0.0,25117
TJK,2019-04,0.01,0.01,25780
TJK,2019-05,0.0,0.0,15729
TJK,2019-06,0.01,0.01,149640
TJK,2019-07,0.0,0.0,165925
TJK,2019-08,0.01,0.01,221593
TJK,2019-09,0.01,0.01,135562
TJK,2019-10,0.01,0.01,42005
TJK,2019-11,0.0,0.0,51363
TJK,2019-12,0.0,0.0,43261
TJK,2020-01,0.0,0.0,33479
TJK,2020-02,0.0,0.0,42180
TJK,2020-03,0.0,0.0,44447
TJK,2020-04,0.01,0.01,54840
TJK,2020-05,0.0,0.0,54564
TJK,2020-06,0.0,0.0,62615
TJK,2020-07,0.01,0.01,83143
TJK,2020-08,0.01,0.01,91944
TJK,2020-09,0.01,0.01,109228
TJK,2020-10,0.01,0.01,135077
TJK,2020-11,0.01,0.01,159376
TJK,2020-12,0.01,0.01,160336
TJK,2021-01,0.01,0.01,134708
TJK,2021-02,0.01,0.01,162897
TJK,2021-03,0.01,0.01,209593
TJK,2021-04,0.01,0.01,120584
TJK,2021-05,0.02,0.02,54325
TJK,2021-06,0.02,0.02,31486
TJK,2021-07,0.03,0.03,23813
TJK,2021-08,0.02,0.02,34835
TJK,2021-09,0.02,0.02,31375
TJK,2021-10,0.02,0.02,31441
TJK,2021-11,0.03,0.03,35336
TJK,2021-12,0.01,0.01,35039
TJK,2022-01,0.01,0.01,42892
TJK,2022-02,0.01,0.01,48567
TJK,2022-03,0.01,0.01,62440
TJK,2022-04,0.02,0.02,64212
TJK,2022-05,0.01,0.01,34096
TJK,2022-06,0.02,0.02,33081
TJK,2022-07,0.02,0.02,63191
TJK,2022-08,0.02,0.02,157870
TJK,2022-09,0.02,0.02,181216
TJK,2022-10,0.02,0.02,110621
TJK,2022-11,0.02,0.02,85232
TJK,2022-12,0.04,0.03,116708
TJK,2023-01,0.03,0.03,70937
TJK,2023-02,0.05,0.05,117679
TJK,2023-03,0.03,0.03,168451
TJK,2023-04,0.03,0.03,197040
TJK,2023-05,0.03,0.03,203693
TJK,2023-06,0.03,0.03,190097
TJK,2023-07,0.04,0.03,169251
TJK,2023-08,0.03,0.03,192579
TJK,2023-09,0.04,0.03,147014
TJK,2023-10,0.04,0.04,186991
TJK,2023-11,0.04,0.04,133472
TJK,2023-12,0.02,0.02,174238
TJK,2024-01,0.03,0.03,146115
TJK,2024-02,0.02,0.02,191289
TJK,2024-03,0.03,0.03,205676
TJK,2024-04,0.05,0.05,327046
TJK,2024-05,0.05,0.05,372242
TJK,2024-06,0.03,0.03,352877
TJK,2024-07,0.12,0.12,301863
TJK,2024-08,0.03,0.03,356402
TJK,2024-09,0.06,0.06,254688
TJK,2024-10,0.03,0.02,398714
TJK,2024-11,0.03,0.03,435837
TJK,2024-12,0.03,0.03,448508
TJK,2025-01,0.03,0.03,391463
TJK,2025-02,0.07,0.06,582258
TJK,2025-03,0.04,0.03,822351
TJK,2025-04,0.04,0.04,601858
TJK,2025-05,0.04,0.04,570500
TJK,2025-06,0.06,0.06,525146
TJK,2025-07,0.04,0.04,473883
TJK,2025-08,0.08,0.07,412238
TJK,2025-09,0.15,0.15,420239
TJK,2025-10,0.1,0.09,433709
TJK,2025-11,0.08,0.08,460893
TJK,2025-12,0.08,0.08,704370
TJK,2026-01,0.12,0.12,928572
TJK,2026-02,0.15,0.14,891173
TJK,2026-03,0.09,0.09,622243
TJK,2026-04,0.18,0.17,756570
TJK,2026-05,0.16,0.15,607303
TJK,2026-06,0.25,0.24,431370
TJK,2026-07,0.29,0.27,544786
TJK,2026-08,1.11,1.06,654885
TKM,2015-04,0.0,0.0,38
TKM,2015-05,0.0,0.0,53
TKM,2015-06,0.0,0.0,99
TKM,2015-07,0.0,0.0,228
TKM,2015-08,0.0,0.0,201
TKM,2015-09,0.0,0.0,684
TKM,2015-10,0.0,0.0,2026
TKM,2015-11,0.0,0.0,4579
TKM,2015-12,0.04,0.0,4861
TKM,2016-01,0.0,0.0,24533
TKM,2016-02,0.0,0.0,27692
TKM,2016-03,0.0,0.0,22468
TKM,2016-04,0.0,0.0,21079
TKM,2016-05,0.0,0.0,32498
TKM,2016-06,0.0,0.0,29014
TKM,2016-07,0.0,0.0,34771
TKM,2016-08,0.0,0.0,20540
TKM,2016-09,0.0,0.0,18594
TKM,2016-10,0.01,0.01,17444
TKM,2016-11,0.01,0.0,13018
TKM,2016-12,0.04,0.0,13778
TKM,2017-01,0.01,0.01,38231
TKM,2017-02,0.0,0.0,19936
TKM,2017-03,0.0,0.0,12823
TKM,2017-04,0.01,0.0,9367
TKM,2017-05,0.0,0.0,8538
TKM,2017-06,0.0,0.0,11032
TKM,2017-07,0.0,0.0,29227
TKM,2017-08,0.01,0.01,15037
TKM,2017-09,0.02,0.02,6313
TKM,2017-10,0.01,0.01,24203
TKM,2017-11,0.0,0.0,34748
TKM,2017-12,0.01,0.01,46358
TKM,2018-01,0.02,0.02,77202
TKM,2018-02,0.0,0.0,15911
TKM,2018-03,0.0,0.0,5894
TKM,2018-04,0.0,0.0,459
TKM,2018-05,0.0,0.0,123
TKM,2018-06,0.0,0.0,260
TKM,2018-07,0.0,0.0,299
TKM,2018-08,0.0,0.0,288
TKM,2018-09,0.0,0.0,381
TKM,2018-10,0.0,0.0,271
TKM,2018-11,0.0,0.0,232
TKM,2018-12,0.0,0.0,108
TKM,2019-01,0.0,0.0,81
TKM,2019-02,0.0,0.0,84
TKM,2019-03,0.0,0.0,50
TKM,2019-04,0.0,0.0,47
TKM,2019-05,0.0,0.0,32
TKM,2019-06,0.0,0.0,48
TKM,2019-07,0.0,0.0,89
TKM,2019-08,0.0,0.0,86
TKM,2019-09,0.0,0.0,97
TKM,2019-10,0.0,0.0,243
TKM,2019-11,0.0,0.0,1109
TKM,2019-12,1.2,1.2,83
TKM,2020-01,1.22,1.22,82
TKM,2020-02,0.0,0.0,338
TKM,2020-03,0.0,0.0,73
TKM,2020-04,0.0,0.0,90
TKM,2020-05,0.0,0.0,67
TKM,2020-06,0.0,0.0,100
TKM,2020-07,0.0,0.0,71
TKM,2020-08,0.0,0.0,169
TKM,2020-09,0.01,0.01,39878
TKM,2020-10,0.0,0.0,7850
TKM,2020-11,0.0,0.0,307
TKM,2020-12,0.0,0.0,340
TKM,2021-01,0.0,0.0,684
TKM,2021-02,0.0,0.0,280
TKM,2021-03,0.0,0.0,101
TKM,2021-04,0.0,0.0,97
TKM,2021-05,0.0,0.0,92
TKM,2021-06,0.0,0.0,78
TKM,2021-07,0.0,0.0,86
TKM,2021-08,0.0,0.0,115
TKM,2021-09,0.0,0.0,161
TKM,2021-10,0.0,0.0,162
TKM,2021-11,0.89,0.89,224
TKM,2021-12,0.0,0.0,243
TKM,2022-01,0.0,0.0,259
TKM,2022-02,0.0,0.0,278
TKM,2022-03,0.0,0.0,164
TKM,2022-04,0.0,0.0,261
TKM,2022-05,0.0,0.0,284
TKM,2022-06,0.0,0.0,284
TKM,2022-07,0.0,0.0,315
TKM,2022-08,0.0,0.0,598
TKM,2022-09,0.0,0.0,625
TKM,2022-10,0.29,0.29,339
TKM,2022-11,0.0,0.0,511
TKM,2022-12,0.0,0.0,512
TKM,2023-01,0.0,0.0,457
TKM,2023-02,1.28,0.48,626
