country,network,statistic,month,download_mbps,upload_mbps,latency_ms,jitter_ms,global_rank,period_type,aggregate_start,index_date
kyrgyzstan,mobile,median,2024-12,39.0,12.56,20,8,70,rolling_quarter,2024-10-01,2024-12-01
kyrgyzstan,mobile,median,2025-01,48.31,14.21,19,8,70,rolling_quarter,2024-11-01,2025-01-01
kyrgyzstan,mobile,median,2025-02,46.76,14.5,19,8,75,rolling_quarter,2024-12-01,2025-02-01
kyrgyzstan,mobile,median,2025-03,46.5,14.53,19,8,78,rolling_quarter,2025-01-01,2025-03-01
kyrgyzstan,mobile,median,2025-04,48.85,14.51,19,8,76,rolling_quarter,2025-02-01,2025-04-01
kyrgyzstan,mobile,median,2025-07,53.46,14.25,20,7,76,rolling_quarter,2025-05-01,2025-07-01
kyrgyzstan,mobile,median,2025-08,52.05,13.77,20,7,76,rolling_quarter,2025-06-01,2025-08-01
kyrgyzstan,mobile,median,2025-09,51.56,13.71,20,7,78,rolling_quarter,2025-07-01,2025-09-01
kyrgyzstan,mobile,median,2025-10,51.0,13.89,20,7,75,rolling_quarter,2025-08-01,2025-10-01
kyrgyzstan,mobile,median,2025-11,51.63,14.77,20,7,71,rolling_quarter,2025-09-01,2025-11-01
kyrgyzstan,mobile,median,2025-12,51.13,15.01,20,7,76,rolling_quarter,2025-10-01,2025-12-01
kyrgyzstan,mobile,median,2026-01,51.48,15.41,20,7,77,rolling_quarter,2025-11-01,2026-01-01
kyrgyzstan,mobile,median,2026-02,51.7,15.03,20,7,79,rolling_quarter,2025-12-01,2026-02-01
kyrgyzstan,mobile,median,2026-03,52.64,15.05,20,7,79,rolling_quarter,2026-01-01,2026-03-01
kyrgyzstan,mobile,median,2026-04,52.04,14.49,20,7,78,rolling_quarter,2026-02-01,2026-04-01
kyrgyzstan,mobile,median,2026-05,51.56,14.13,20,7,82,rolling_quarter,2026-03-01,2026-05-01
kyrgyzstan,mobile,median,2026-06,50.72,13.94,20,8,78,rolling_quarter,2026-04-01,2026-06-01
kyrgyzstan,mobile,median,2026-07,50.22,13.54,20,8,81,rolling_quarter,2026-05-01,2026-07-01
moldova,fixed,mean,2023-06,302.39,270.32,9,9,4,month,2023-06-01,2023-06-01
moldova,fixed,mean,2023-07,297.22,267.16,10,9,5,month,2023-07-01,2023-07-01
moldova,fixed,mean,2023-08,234.71,214.67,10,10,23,month,2023-08-01,2023-08-01
moldova,fixed,mean,2023-09,248.01,233.13,9,10,20,month,2023-09-01,2023-09-01
moldova,fixed,mean,2023-10,236.53,217.37,12,11,24,month,2023-10-01,2023-10-01
moldova,fixed,mean,2023-11,238.4,220.33,10,10,22,month,2023-11-01,2023-11-01
moldova,fixed,mean,2023-12,258.08,246.07,8,10,22,month,2023-12-01,2023-12-01
moldova,fixed,mean,2024-01,256.83,246.18,7,11,23,month,2024-01-01,2024-01-01
moldova,fixed,mean,2024-02,286.02,270.53,7,11,19,month,2024-02-01,2024-02-01
moldova,fixed,mean,2024-03,259.49,238.23,9,11,23,month,2024-03-01,2024-03-01
moldova,fixed,mean,2024-04,241.88,221.96,10,10,27,month,2024-04-01,2024-04-01
moldova,fixed,mean,2024-05,240.43,218.76,10,10,29,month,2024-05-01,2024-05-01
moldova,fixed,mean,2024-06,249.54,228.09,10,10,25,rolling_quarter,2024-04-01,2024-06-01
moldova,fixed,mean,2024-07,249.55,225.6,9,10,26,rolling_quarter,2024-05-01,2024-07-01
moldova,fixed,mean,2024-08,245.81,221.29,9,12,26,rolling_quarter,2024-06-01,2024-08-01
moldova,fixed,mean,2024-09,239.45,210.01,9,12,29,rolling_quarter,2024-07-01,2024-09-01
moldova,fixed,mean,2024-10,241.35,209.37,9,11,31,rolling_quarter,2024-08-01,2024-10-01
moldova,fixed,mean,2024-11,246.42,210.82,9,10,31,rolling_quarter,2024-09-01,2024-11-01
moldova,fixed,mean,2024-12,246.57,210.62,9,10,32,rolling_quarter,2024-10-01,2024-12-01
moldova,fixed,mean,2025-01,250.78,216.89,9,9,32,rolling_quarter,2024-11-01,2025-01-01
moldova,fixed,mean,2025-02,255.91,227.03,8,9,30,rolling_quarter,2024-12-01,2025-02-01
moldova,fixed,mean,2025-03,264.1,241.29,7,9,28,rolling_quarter,2025-01-01,2025-03-01
moldova,fixed,mean,2025-04,265.55,246.97,7,9,29,rolling_quarter,2025-02-01,2025-04-01
moldova,fixed,mean,2025-07,269.91,253.3,7,7,30,rolling_quarter,2025-05-01,2025-07-01
moldova,fixed,mean,2025-08,274.76,256.75,8,8,29,rolling_quarter,2025-06-01,2025-08-01
moldova,fixed,mean,2025-09,283.96,265.79,8,10,29,rolling_quarter,2025-07-01,2025-09-01
moldova,fixed,mean,2025-10,293.58,275.62,9,13,29,rolling_quarter,2025-08-01,2025-10-01
moldova,fixed,mean,2025-11,297.29,280.07,10,14,29,rolling_quarter,2025-09-01,2025-11-01
moldova,fixed,mean,2025-12,297.08,279.05,10,15,29,rolling_quarter,2025-10-01,2025-12-01
moldova,fixed,mean,2026-01,296.78,275.44,11,16,29,rolling_quarter,2025-11-01,2026-01-01
moldova,fixed,mean,2026-02,294.68,270.69,11,17,30,rolling_quarter,2025-12-01,2026-02-01
moldova,fixed,mean,2026-03,296.57,270.21,11,17,32,rolling_quarter,2026-01-01,2026-03-01
moldova,fixed,mean,2026-04,299.47,274.65,12,17,31,rolling_quarter,2026-02-01,2026-04-01
moldova,fixed,mean,2026-05,305.91,280.63,11,17,32,rolling_quarter,2026-03-01,2026-05-01
moldova,fixed,mean,2026-06,305.41,280.34,11,17,32,rolling_quarter,2026-04-01,2026-06-01
moldova,fixed,mean,2026-07,305.12,276.28,10,18,34,rolling_quarter,2026-05-01,2026-07-01
moldova,fixed,median,2023-06,105.45,94.8,3,0,34,month,2023-06-01,2023-06-01
moldova,fixed,median,2023-07,105.82,94.03,4,1,33,month,2023-07-01,2023-07-01
moldova,fixed,median,2023-08,105.92,94.39,4,1,35,month,2023-08-01,2023-08-01
moldova,fixed,median,2023-09,119.89,103.52,3,0,32,month,2023-09-01,2023-09-01
moldova,fixed,median,2023-10,108.2,94.43,4,1,39,month,2023-10-01,2023-10-01
moldova,fixed,median,2023-11,106.0,94.64,4,1,40,month,2023-11-01,2023-11-01
moldova,fixed,median,2023-12,128.87,105.87,3,0,33,month,2023-12-01,2023-12-01
moldova,fixed,median,2024-01,106.13,105.9,3,0,45,month,2024-01-01,2024-01-01
moldova,fixed,median,2024-02,133.47,107.22,3,0,36,month,2024-02-01,2024-02-01
moldova,fixed,median,2024-03,136.91,107.13,3,0,35,month,2024-03-01,2024-03-01
moldova,fixed,median,2024-04,129.01,105.0,3,0,40,month,2024-04-01,2024-04-01
moldova,fixed,median,2024-05,128.39,98.61,4,0,42,month,2024-05-01,2024-05-01
moldova,fixed,median,2024-06,130.46,104.01,4,0,39,rolling_quarter,2024-04-01,2024-06-01
moldova,fixed,median,2024-07,129.68,99.51,4,0,40,rolling_quarter,2024-05-01,2024-07-01
moldova,fixed,median,2024-08,120.73,98.15,4,0,40,rolling_quarter,2024-06-01,2024-08-01
moldova,fixed,median,2024-09,121.78,99.74,4,1,41,rolling_quarter,2024-07-01,2024-09-01
moldova,fixed,median,2024-10,127.34,104.97,4,0,41,rolling_quarter,2024-08-01,2024-10-01
moldova,fixed,median,2024-11,133.96,105.06,4,0,40,rolling_quarter,2024-09-01,2024-11-01
moldova,fixed,median,2024-12,134.52,105.08,4,0,41,rolling_quarter,2024-10-01,2024-12-01
moldova,fixed,median,2025-01,139.5,106.31,4,0,41,rolling_quarter,2024-11-01,2025-01-01
moldova,fixed,median,2025-02,146.48,111.12,3,0,41,rolling_quarter,2024-12-01,2025-02-01
moldova,fixed,median,2025-03,159.06,120.9,3,0,38,rolling_quarter,2025-01-01,2025-03-01
moldova,fixed,median,2025-04,158.4,124.85,3,0,38,rolling_quarter,2025-02-01,2025-04-01
moldova,fixed,median,2025-07,158.55,126.49,3,0,39,rolling_quarter,2025-05-01,2025-07-01
moldova,fixed,median,2025-08,157.1,133.78,4,0,39,rolling_quarter,2025-06-01,2025-08-01
moldova,fixed,median,2025-09,160.21,140.96,4,0,39,rolling_quarter,2025-07-01,2025-09-01
moldova,fixed,median,2025-10,164.43,144.36,4,1,39,rolling_quarter,2025-08-01,2025-10-01
moldova,fixed,median,2025-11,171.08,148.47,4,1,40,rolling_quarter,2025-09-01,2025-11-01
moldova,fixed,median,2025-12,164.98,145.26,4,1,42,rolling_quarter,2025-10-01,2025-12-01
moldova,fixed,median,2026-01,157.57,136.85,4,1,47,rolling_quarter,2025-11-01,2026-01-01
moldova,fixed,median,2026-02,152.49,130.95,4,1,50,rolling_quarter,2025-12-01,2026-02-01
moldova,fixed,median,2026-03,153.46,132.18,4,1,50,rolling_quarter,2026-01-01,2026-03-01
moldova,fixed,median,2026-04,165.66,142.09,4,1,47,rolling_quarter,2026-02-01,2026-04-01
moldova,fixed,median,2026-05,182.92,153.04,4,1,42,rolling_quarter,2026-03-01,2026-05-01
moldova,fixed,median,2026-06,193.0,159.26,4,1,41,rolling_quarter,2026-04-01,2026-06-01
moldova,fixed,median,2026-07,191.01,155.97,4,1,41,rolling_quarter,2026-05-01,2026-07-01
moldova,mobile,mean,2023-06,48.05,15.97,24,22,79,month,2023-06-01,2023-06-01
moldova,mobile,mean,2023-07,47.07,15.08,26,27,81,month,2023-07-01,2023-07-01
moldova,mobile,mean,2023-08,46.75,15.93,26,25,82,month,2023-08-01,2023-08-01
moldova,mobile,mean,2023-09,45.75,16.8,25,22,87,month,2023-09-01,2023-09-01
moldova,mobile,mean,2023-10,44.68,16.3,33,27,89,month,2023-10-01,2023-10-01
moldova,mobile,mean,2023-11,43.03,16.19,22,24,93,month,2023-11-01,2023-11-01
moldova,mobile,mean,2023-12,46.49,16.74,23,22,89,month,2023-12-01,2023-12-01
moldova,mobile,mean,2024-01,47.29,17.01,22,18,88,month,2024-01-01,2024-01-01
moldova,mobile,mean,2024-02,45.24,17.07,22,19,92,month,2024-02-01,2024-02-01
moldova,mobile,mean,2024-03,47.84,17.51,21,21,96,month,2024-03-01,2024-03-01
moldova,mobile,mean,2024-04,53.74,17.43,24,22,92,month,2024-04-01,2024-04-01
moldova,mobile,mean,2024-05,54.24,17.07,22,25,90,month,2024-05-01,2024-05-01
moldova,mobile,mean,2024-06,81.48,19.23,22,23,57,rolling_quarter,2024-04-01,2024-06-01
moldova,mobile,mean,2024-07,112.14,21.27,21,22,44,rolling_quarter,2024-05-01,2024-07-01
moldova,mobile,mean,2024-08,114.77,22.22,21,20,43,rolling_quarter,2024-06-01,2024-08-01
moldova,mobile,mean,2024-09,92.2,22.09,21,19,59,rolling_quarter,2024-07-01,2024-09-01
moldova,mobile,mean,2024-10,70.78,21.36,21,19,72,rolling_quarter,2024-08-01,2024-10-01
moldova,mobile,mean,2024-11,64.15,21.12,21,19,74,rolling_quarter,2024-09-01,2024-11-01
moldova,mobile,mean,2024-12,66.27,20.46,21,20,72,rolling_quarter,2024-10-01,2024-12-01
moldova,mobile,mean,2025-01,72.94,21.31,22,22,75,rolling_quarter,2024-11-01,2025-01-01
moldova,mobile,mean,2025-02,70.09,20.41,22,23,76,rolling_quarter,2024-12-01,2025-02-01
moldova,mobile,mean,2025-03,73.98,21.06,22,22,75,rolling_quarter,2025-01-01,2025-03-01
moldova,mobile,mean,2025-04,77.77,22.02,20,19,76,rolling_quarter,2025-02-01,2025-04-01
moldova,mobile,mean,2025-07,75.09,21.09,22,25,77,rolling_quarter,2025-05-01,2025-07-01
moldova,mobile,mean,2025-08,75.11,21.18,21,23,75,rolling_quarter,2025-06-01,2025-08-01
moldova,mobile,mean,2025-09,76.93,21.65,21,22,79,rolling_quarter,2025-07-01,2025-09-01
moldova,mobile,mean,2025-10,79.38,22.19,20,19,77,rolling_quarter,2025-08-01,2025-10-01
moldova,mobile,mean,2025-11,81.04,22.54,20,19,77,rolling_quarter,2025-09-01,2025-11-01
moldova,mobile,mean,2025-12,82.17,22.53,19,18,79,rolling_quarter,2025-10-01,2025-12-01
moldova,mobile,mean,2026-01,82.78,22.09,20,21,79,rolling_quarter,2025-11-01,2026-01-01
moldova,mobile,mean,2026-02,87.52,22.51,20,20,80,rolling_quarter,2025-12-01,2026-02-01
moldova,mobile,mean,2026-03,86.33,22.19,20,20,81,rolling_quarter,2026-01-01,2026-03-01
moldova,mobile,mean,2026-04,98.11,23.16,20,17,76,rolling_quarter,2026-02-01,2026-04-01
moldova,mobile,mean,2026-05,107.92,24.05,20,17,76,rolling_quarter,2026-03-01,2026-05-01
moldova,mobile,mean,2026-06,120.59,24.75,20,19,67,rolling_quarter,2026-04-01,2026-06-01
moldova,mobile,mean,2026-07,127.48,24.8,21,19,69,rolling_quarter,2026-05-01,2026-07-01
moldova,mobile,median,2023-06,33.56,11.32,20,8,69,month,2023-06-01,2023-06-01
moldova,mobile,median,2023-07,33.71,10.82,20,8,65,month,2023-07-01,2023-07-01
moldova,mobile,median,2023-08,32.78,11.54,21,8,67,month,2023-08-01,2023-08-01
moldova,mobile,median,2023-09,31.14,12.87,21,9,77,month,2023-09-01,2023-09-01
moldova,mobile,median,2023-10,30.72,12.39,22,9,79,month,2023-10-01,2023-10-01
moldova,mobile,median,2023-11,29.51,11.9,19,8,80,month,2023-11-01,2023-11-01
moldova,mobile,median,2023-12,34.75,12.36,19,8,73,month,2023-12-01,2023-12-01
moldova,mobile,median,2024-01,33.97,12.88,18,7,71,month,2024-01-01,2024-01-01
moldova,mobile,median,2024-02,32.18,13.17,19,8,76,month,2024-02-01,2024-02-01
moldova,mobile,median,2024-03,32.92,13.1,19,8,80,month,2024-03-01,2024-03-01
moldova,mobile,median,2024-04,35.98,13.51,19,8,75,month,2024-04-01,2024-04-01
moldova,mobile,median,2024-05,34.47,11.99,19,8,80,month,2024-05-01,2024-05-01
moldova,mobile,median,2024-06,38.99,13.39,19,8,63,rolling_quarter,2024-04-01,2024-06-01
moldova,mobile,median,2024-07,44.39,14.61,18,7,59,rolling_quarter,2024-05-01,2024-07-01
moldova,mobile,median,2024-08,49.71,15.65,18,7,56,rolling_quarter,2024-06-01,2024-08-01
moldova,mobile,median,2024-09,50.78,16.82,18,7,57,rolling_quarter,2024-07-01,2024-09-01
moldova,mobile,median,2024-10,49.02,16.89,18,8,63,rolling_quarter,2024-08-01,2024-10-01
moldova,mobile,median,2024-11,48.29,16.99,18,8,63,rolling_quarter,2024-09-01,2024-11-01
moldova,mobile,median,2024-12,47.18,16.44,18,8,62,rolling_quarter,2024-10-01,2024-12-01
moldova,mobile,median,2025-01,53.3,16.79,17,8,66,rolling_quarter,2024-11-01,2025-01-01
moldova,mobile,median,2025-02,52.46,15.98,17,8,69,rolling_quarter,2024-12-01,2025-02-01
moldova,mobile,median,2025-03,53.28,16.61,17,8,67,rolling_quarter,2025-01-01,2025-03-01
moldova,mobile,median,2025-04,54.5,17.99,17,7,70,rolling_quarter,2025-02-01,2025-04-01
moldova,mobile,median,2025-07,52.59,16.53,17,8,78,rolling_quarter,2025-05-01,2025-07-01
moldova,mobile,median,2025-08,54.07,16.24,17,7,74,rolling_quarter,2025-06-01,2025-08-01
moldova,mobile,median,2025-09,53.78,16.75,17,7,75,rolling_quarter,2025-07-01,2025-09-01
moldova,mobile,median,2025-10,55.44,17.33,17,7,74,rolling_quarter,2025-08-01,2025-10-01
moldova,mobile,median,2025-11,55.71,17.74,17,7,68,rolling_quarter,2025-09-01,2025-11-01
moldova,mobile,median,2025-12,58.27,17.8,17,7,70,rolling_quarter,2025-10-01,2025-12-01
moldova,mobile,median,2026-01,57.89,17.08,17,7,71,rolling_quarter,2025-11-01,2026-01-01
moldova,mobile,median,2026-02,61.71,17.62,17,7,70,rolling_quarter,2025-12-01,2026-02-01
moldova,mobile,median,2026-03,61.14,17.55,17,7,72,rolling_quarter,2026-01-01,2026-03-01
moldova,mobile,median,2026-04,67.1,18.3,17,7,65,rolling_quarter,2026-02-01,2026-04-01
moldova,mobile,median,2026-05,68.64,18.36,17,7,69,rolling_quarter,2026-03-01,2026-05-01
moldova,mobile,median,2026-06,73.05,18.92,17,7,62,rolling_quarter,2026-04-01,2026-06-01
moldova,mobile,median,2026-07,73.24,18.33,17,7,65,rolling_quarter,2026-05-01,2026-07-01
russia,fixed,mean,2023-06,123.27,124.21,11,13,62,month,2023-06-01,2023-06-01
russia,fixed,mean,2023-07,123.49,124.24,12,13,63,month,2023-07-01,2023-07-01
russia,fixed,mean,2023-08,126.0,126.63,11,13,62,month,2023-08-01,2023-08-01
russia,fixed,mean,2023-09,128.19,128.6,11,13,64,month,2023-09-01,2023-09-01
russia,fixed,mean,2023-10,128.14,128.52,11,13,66,month,2023-10-01,2023-10-01
russia,fixed,mean,2023-11,133.25,133.37,11,12,62,month,2023-11-01,2023-11-01
russia,fixed,mean,2023-12,134.93,134.35,11,13,61,month,2023-12-01,2023-12-01
russia,fixed,mean,2024-01,137.05,134.09,10,12,65,month,2024-01-01,2024-01-01
russia,fixed,mean,2024-02,139.75,137.18,11,12,68,month,2024-02-01,2024-02-01
russia,fixed,mean,2024-03,143.41,140.3,10,12,65,month,2024-03-01,2024-03-01
russia,fixed,mean,2024-04,145.34,140.34,10,12,66,month,2024-04-01,2024-04-01
russia,fixed,mean,2024-05,145.24,139.75,10,12,67,month,2024-05-01,2024-05-01
russia,fixed,mean,2024-06,143.04,138.69,11,13,63,rolling_quarter,2024-04-01,2024-06-01
russia,fixed,mean,2024-07,143.28,139.5,11,12,65,rolling_quarter,2024-05-01,2024-07-01
russia,fixed,mean,2024-08,143.35,140.08,11,12,66,rolling_quarter,2024-06-01,2024-08-01
russia,fixed,mean,2024-09,145.15,141.37,11,12,64,rolling_quarter,2024-07-01,2024-09-01
russia,fixed,mean,2024-10,147.9,143.06,11,12,65,rolling_quarter,2024-08-01,2024-10-01
russia,fixed,mean,2024-11,150.87,145.49,12,12,65,rolling_quarter,2024-09-01,2024-11-01
russia,fixed,mean,2024-12,152.78,146.6,12,12,65,rolling_quarter,2024-10-01,2024-12-01
russia,fixed,mean,2025-01,154.34,148.25,11,12,65,rolling_quarter,2024-11-01,2025-01-01
russia,fixed,mean,2025-02,156.35,149.91,11,12,65,rolling_quarter,2024-12-01,2025-02-01
russia,fixed,mean,2025-03,157.93,152.37,11,12,67,rolling_quarter,2025-01-01,2025-03-01
russia,fixed,mean,2025-04,158.89,154.11,12,12,67,rolling_quarter,2025-02-01,2025-04-01
russia,fixed,median,2023-06,79.55,85.76,4,1,56,month,2023-06-01,2023-06-01
russia,fixed,median,2023-07,79.32,85.36,4,1,58,month,2023-07-01,2023-07-01
russia,fixed,median,2023-08,80.52,86.7,4,1,57,month,2023-08-01,2023-08-01
russia,fixed,median,2023-09,81.7,87.81,4,1,58,month,2023-09-01,2023-09-01
russia,fixed,median,2023-10,81.95,88.07,4,1,59,month,2023-10-01,2023-10-01
russia,fixed,median,2023-11,84.74,90.4,4,1,55,month,2023-11-01,2023-11-01
russia,fixed,median,2023-12,85.15,90.55,4,1,58,month,2023-12-01,2023-12-01
russia,fixed,median,2024-01,85.87,90.47,4,1,63,month,2024-01-01,2024-01-01
russia,fixed,median,2024-02,86.0,90.92,4,1,64,month,2024-02-01,2024-02-01
russia,fixed,median,2024-03,87.28,91.49,4,1,65,month,2024-03-01,2024-03-01
russia,fixed,median,2024-04,87.73,91.13,4,1,66,month,2024-04-01,2024-04-01
russia,fixed,median,2024-05,87.71,91.08,4,0,64,month,2024-05-01,2024-05-01
russia,fixed,median,2024-06,87.08,90.8,4,1,60,rolling_quarter,2024-04-01,2024-06-01
russia,fixed,median,2024-07,87.61,91.32,4,0,61,rolling_quarter,2024-05-01,2024-07-01
russia,fixed,median,2024-08,88.08,91.66,4,0,61,rolling_quarter,2024-06-01,2024-08-01
russia,fixed,median,2024-09,88.61,91.95,4,1,60,rolling_quarter,2024-07-01,2024-09-01
russia,fixed,median,2024-10,89.0,92.12,4,1,60,rolling_quarter,2024-08-01,2024-10-01
russia,fixed,median,2024-11,89.39,92.35,4,1,64,rolling_quarter,2024-09-01,2024-11-01
russia,fixed,median,2024-12,89.7,92.43,4,1,66,rolling_quarter,2024-10-01,2024-12-01
russia,fixed,median,2025-01,89.32,91.1,4,1,66,rolling_quarter,2024-11-01,2025-01-01
russia,fixed,median,2025-02,89.73,91.71,4,1,66,rolling_quarter,2024-12-01,2025-02-01
russia,fixed,median,2025-03,89.76,92.1,4,1,69,rolling_quarter,2025-01-01,2025-03-01
russia,fixed,median,2025-04,88.32,92.59,4,1,67,rolling_quarter,2025-02-01,2025-04-01
russia,mobile,mean,2023-06,38.89,11.63,43,31,95,month,2023-06-01,2023-06-01
russia,mobile,mean,2023-07,38.32,11.26,44,33,95,month,2023-07-01,2023-07-01
russia,mobile,mean,2023-08,39.76,11.57,43,31,95,month,2023-08-01,2023-08-01
russia,mobile,mean,2023-09,40.45,11.88,43,29,93,month,2023-09-01,2023-09-01
russia,mobile,mean,2023-10,38.92,11.84,44,30,101,month,2023-10-01,2023-10-01
russia,mobile,mean,2023-11,38.8,12.14,43,29,101,month,2023-11-01,2023-11-01
russia,mobile,mean,2023-12,39.31,12.2,43,28,103,month,2023-12-01,2023-12-01
russia,mobile,mean,2024-01,40.81,12.47,42,25,99,month,2024-01-01,2024-01-01
russia,mobile,mean,2024-02,39.49,12.25,42,27,99,month,2024-02-01,2024-02-01
russia,mobile,mean,2024-03,39.57,12.28,41,27,109,month,2024-03-01,2024-03-01
russia,mobile,mean,2024-04,39.96,12.01,41,29,106,month,2024-04-01,2024-04-01
russia,mobile,mean,2024-05,40.71,11.7,41,29,104,month,2024-05-01,2024-05-01
russia,mobile,mean,2024-06,39.73,11.52,42,30,86,rolling_quarter,2024-04-01,2024-06-01
russia,mobile,mean,2024-07,39.76,11.22,42,32,92,rolling_quarter,2024-05-01,2024-07-01
russia,mobile,mean,2024-08,39.62,11.1,43,33,93,rolling_quarter,2024-06-01,2024-08-01
russia,mobile,mean,2024-09,39.58,11.23,42,33,92,rolling_quarter,2024-07-01,2024-09-01
russia,mobile,mean,2024-10,39.7,11.41,42,32,94,rolling_quarter,2024-08-01,2024-10-01
russia,mobile,mean,2024-11,40.29,11.64,41,32,93,rolling_quarter,2024-09-01,2024-11-01
russia,mobile,mean,2024-12,41.48,11.87,40,30,92,rolling_quarter,2024-10-01,2024-12-01
russia,mobile,mean,2025-01,50.62,13.4,39,28,87,rolling_quarter,2024-11-01,2025-01-01
russia,mobile,mean,2025-02,50.59,13.56,39,28,88,rolling_quarter,2024-12-01,2025-02-01
russia,mobile,mean,2025-03,50.46,13.75,39,29,87,rolling_quarter,2025-01-01,2025-03-01
russia,mobile,mean,2025-04,50.5,13.78,39,30,90,rolling_quarter,2025-02-01,2025-04-01
russia,mobile,median,2023-06,24.32,7.76,33,10,96,month,2023-06-01,2023-06-01
russia,mobile,median,2023-07,23.5,7.35,34,10,99,month,2023-07-01,2023-07-01
russia,mobile,median,2023-08,24.6,7.69,34,10,94,month,2023-08-01,2023-08-01
russia,mobile,median,2023-09,25.17,8.04,33,10,91,month,2023-09-01,2023-09-01
russia,mobile,median,2023-10,24.04,7.99,33,10,99,month,2023-10-01,2023-10-01
russia,mobile,median,2023-11,23.97,8.32,33,10,102,month,2023-11-01,2023-11-01
russia,mobile,median,2023-12,24.47,8.41,33,9,99,month,2023-12-01,2023-12-01
russia,mobile,median,2024-01,25.71,8.67,33,9,99,month,2024-01-01,2024-01-01
russia,mobile,median,2024-02,24.64,8.42,33,9,105,month,2024-02-01,2024-02-01
russia,mobile,median,2024-03,24.88,8.41,33,9,111,month,2024-03-01,2024-03-01
russia,mobile,median,2024-04,25.04,8.12,32,9,105,month,2024-04-01,2024-04-01
russia,mobile,median,2024-05,25.51,7.75,32,10,105,month,2024-05-01,2024-05-01
russia,mobile,median,2024-06,25.63,7.9,33,10,86,rolling_quarter,2024-04-01,2024-06-01
russia,mobile,median,2024-07,25.53,7.56,34,10,91,rolling_quarter,2024-05-01,2024-07-01
russia,mobile,median,2024-08,25.44,7.45,34,11,92,rolling_quarter,2024-06-01,2024-08-01
russia,mobile,median,2024-09,25.49,7.59,34,11,92,rolling_quarter,2024-07-01,2024-09-01
russia,mobile,median,2024-10,25.69,7.82,33,11,92,rolling_quarter,2024-08-01,2024-10-01
russia,mobile,median,2024-11,26.21,8.08,33,11,91,rolling_quarter,2024-09-01,2024-11-01
russia,mobile,median,2024-12,27.34,8.36,32,10,89,rolling_quarter,2024-10-01,2024-12-01
russia,mobile,median,2025-01,36.02,9.68,30,10,87,rolling_quarter,2024-11-01,2025-01-01
russia,mobile,median,2025-02,35.87,9.81,30,10,88,rolling_quarter,2024-12-01,2025-02-01
russia,mobile,median,2025-03,35.71,9.94,30,10,89,rolling_quarter,2025-01-01,2025-03-01
russia,mobile,median,2025-04,36.02,9.98,30,10,91,rolling_quarter,2025-02-01,2025-04-01
tajikistan,fixed,mean,2023-06,38.97,42.42,19,24,124,month,2023-06-01,2023-06-01
tajikistan,fixed,mean,2023-07,37.2,40.51,22,29,131,month,2023-07-01,2023-07-01
tajikistan,fixed,mean,2023-08,40.35,44.71,19,32,129,month,2023-08-01,2023-08-01
tajikistan,fixed,mean,2023-09,47.53,51.63,18,37,118,month,2023-09-01,2023-09-01
tajikistan,fixed,mean,2023-10,41.59,46.71,21,40,128,month,2023-10-01,2023-10-01
tajikistan,fixed,mean,2023-11,46.65,51.49,18,32,121,month,2023-11-01,2023-11-01
tajikistan,fixed,mean,2023-12,46.76,52.82,20,28,123,month,2023-12-01,2023-12-01
tajikistan,fixed,mean,2024-01,45.89,49.41,18,34,124,month,2024-01-01,2024-01-01
tajikistan,fixed,mean,2024-02,44.58,47.94,18,31,128,month,2024-02-01,2024-02-01
tajikistan,fixed,mean,2024-03,47.1,48.77,16,32,127,month,2024-03-01,2024-03-01
tajikistan,fixed,mean,2024-04,53.05,54.85,16,31,125,month,2024-04-01,2024-04-01
tajikistan,fixed,mean,2024-05,59.11,67.25,17,31,119,month,2024-05-01,2024-05-01
tajikistan,fixed,mean,2024-06,59.4,69.33,18,30,112,rolling_quarter,2024-04-01,2024-06-01
tajikistan,fixed,mean,2024-07,61.51,70.36,18,32,112,rolling_quarter,2024-05-01,2024-07-01
tajikistan,fixed,mean,2024-08,58.88,65.53,19,31,115,rolling_quarter,2024-06-01,2024-08-01
tajikistan,fixed,mean,2024-09,55.85,57.23,18,33,117,rolling_quarter,2024-07-01,2024-09-01
tajikistan,fixed,mean,2024-10,54.86,56.67,17,30,117,rolling_quarter,2024-08-01,2024-10-01
tajikistan,fixed,mean,2024-11,54.68,56.98,17,32,117,rolling_quarter,2024-09-01,2024-11-01
tajikistan,fixed,mean,2024-12,57.13,58.83,17,29,117,rolling_quarter,2024-10-01,2024-12-01
tajikistan,fixed,mean,2025-01,56.69,59.6,17,29,115,rolling_quarter,2024-11-01,2025-01-01
tajikistan,fixed,mean,2025-02,57.99,60.66,16,29,115,rolling_quarter,2024-12-01,2025-02-01
tajikistan,fixed,mean,2025-03,58.62,60.86,15,29,117,rolling_quarter,2025-01-01,2025-03-01
tajikistan,fixed,mean,2025-04,63.88,64.63,14,28,114,rolling_quarter,2025-02-01,2025-04-01
tajikistan,fixed,mean,2025-07,67.88,64.17,16,25,114,rolling_quarter,2025-05-01,2025-07-01
tajikistan,fixed,mean,2025-08,66.37,63.21,17,27,115,rolling_quarter,2025-06-01,2025-08-01
tajikistan,fixed,mean,2025-09,64.95,61.48,17,27,116,rolling_quarter,2025-07-01,2025-09-01
tajikistan,fixed,mean,2025-10,65.94,62.74,20,30,118,rolling_quarter,2025-08-01,2025-10-01
tajikistan,fixed,mean,2025-11,69.4,63.35,22,28,118,rolling_quarter,2025-09-01,2025-11-01
